genre,actor,avgRate,hitRatio,totalMovies,normalizedRating
comedy,Makrand Deshpande,1.0,0.0,1,0.01
crime,Makrand Deshpande,1.0,0.0,1,0.01
family,Makrand Deshpande,2.0,0.0,1,0.09
sport,Makrand Deshpande,2.0,0.0,1,0.15
romance,Vijay Raaz,1.5,0.0,2,0.02
drama,Vijay Raaz,1.0,0.0,14,0.06
musical,Vijay Raaz,1.0,0.0,1,0.02
action,Vijay Raaz,1.25,0.0,3,0.02
comedy,Vijay Raaz,1.2750000000000001,0.0,18,0.1
crime,Vijay Raaz,1.0,0.0,5,0.06
family,Vijay Raaz,1.0,0.0,1,0.09
thriller,Vijay Raaz,1.0,0.0,1,0.02
war,Vijay Raaz,1.0,0.0,1,0.09
history,Vijay Raaz,1.0,0.0,1,0.15
romance,Krishna Abhishek,1.0,0.0,1,0.01
drama,Krishna Abhishek,1.0,0.0,1,0.0
musical,Krishna Abhishek,1.0,0.0,1,0.02
romance,Viveka Babajee,1.0,0.0,1,0.01
drama,Viveka Babajee,1.0,0.0,1,0.0
musical,Viveka Babajee,1.0,0.0,1,0.02
romance,Sheeba Bhakri,1.0,0.0,1,0.01
drama,Sheeba Bhakri,1.0,0.0,1,0.0
musical,Sheeba Bhakri,1.0,0.0,1,0.02
romance,Deeksha,1.0,0.0,2,0.02
drama,Deeksha,1.0,0.0,1,0.0
musical,Deeksha,1.0,0.0,1,0.02
romance,Chunky Pandey,1.0,0.0,2,0.02
adventure,Chunky Pandey,1.5,0.0,2,0.06
drama,Chunky Pandey,1.375,0.0,6,0.03
action,Chunky Pandey,1.0,0.0,1,0.01
comedy,Chunky Pandey,1.0,0.0,4,0.02
crime,Chunky Pandey,1.5,0.0,2,0.02
adventure,Neelam,2.0,0.0,1,0.03
drama,Neelam,2.0,0.0,1,0.0
crime,Neelam,2.0,0.0,1,0.01
romance,Preeti Jhangiani,1.0,0.0,1,0.01
action,Preeti Jhangiani,2.5,0.0,2,0.01
comedy,Preeti Jhangiani,2.5,0.0,2,0.01
crime,Preeti Jhangiani,4.0,0.0,1,0.01
thriller,Preeti Jhangiani,1.0,0.0,2,0.03
romance,Sushant Singh,4.0,0.0,1,0.01
drama,Sushant Singh,2.0166666666666666,0.11666666666666665,13,0.12
action,Sushant Singh,1.5,0.0,2,0.01
comedy,Sushant Singh,1.8333333333333333,0.16666666666666666,4,0.11
biography,Sushant Singh,1.0,0.0,1,0.22
crime,Sushant Singh,1.5,0.0,2,0.02
thriller,Sushant Singh,2.0,0.0,3,0.05
history,Sushant Singh,1.0,0.0,1,0.15
drama,D. Santosh,1.0,0.0,1,0.0
biography,D. Santosh,1.0,0.0,1,0.22
history,D. Santosh,1.0,0.0,1,0.15
drama,Akhilendra Mishra,1.0,0.0,5,0.02
action,Akhilendra Mishra,1.0,0.0,3,0.02
comedy,Akhilendra Mishra,1.0,0.0,1,0.01
biography,Akhilendra Mishra,1.0,0.0,1,0.22
crime,Akhilendra Mishra,1.0,0.0,3,0.04
family,Akhilendra Mishra,1.0,0.0,1,0.09
thriller,Akhilendra Mishra,1.0,0.0,1,0.02
history,Akhilendra Mishra,1.0,0.0,1,0.15
adventure,Arya Babbar,2.0,0.0,1,0.03
drama,Arya Babbar,1.1944444444444444,0.0,8,0.04
action,Arya Babbar,1.0,0.0,1,0.01
crime,Arya Babbar,1.0,0.0,1,0.01
mystery,Arya Babbar,1.0,0.0,1,0.05
thriller,Arya Babbar,1.25,0.0,3,0.05
fantasy,Arya Babbar,2.0,0.0,1,0.06
romance,Amrita Rao,3.333333333333333,0.0,4,0.04
adventure,Amrita Rao,2.0,0.0,1,0.03
drama,Amrita Rao,4.2,0.3733333333333333,13,0.27
musical,Amrita Rao,3.5,0.25,3,0.2
action,Amrita Rao,1.25,0.0,3,0.02
comedy,Amrita Rao,2.657142857142857,0.1619047619047619,13,0.16
crime,Amrita Rao,3.5,0.5,2,0.3
family,Amrita Rao,5.0,0.5,2,0.46
mystery,Amrita Rao,6.0,1.0,1,0.6
thriller,Amrita Rao,2.0,0.0,1,0.02
fantasy,Amrita Rao,2.0,0.0,1,0.06
war,Amrita Rao,1.0,0.0,1,0.09
romance,Tulip Joshi,1.1666666666666665,0.0,5,0.05
drama,Tulip Joshi,2.5555555555555554,0.0,8,0.04
musical,Tulip Joshi,5.0,0.0,1,0.02
action,Tulip Joshi,1.0,0.0,2,0.01
comedy,Tulip Joshi,5.0,0.0,1,0.01
crime,Tulip Joshi,1.0,0.0,1,0.01
romance,Amrita Singh,4.0,0.5,2,0.3
drama,Amrita Singh,2.0,0.16666666666666666,5,0.11
biography,Amrita Singh,1.0,0.0,1,0.22
crime,Amrita Singh,1.0,0.0,1,0.01
history,Amrita Singh,1.0,0.0,1,0.15
romance,Anang Desai,1.0,0.0,1,0.01
drama,Anang Desai,2.125,0.0,6,0.03
musical,Anang Desai,1.0,0.0,3,0.07
comedy,Anang Desai,2.5,0.0,2,0.01
family,Anang Desai,4.0,0.0,1,0.09
thriller,Anang Desai,1.0,0.0,1,0.02
horror,Anang Desai,1.0,0.0,1,0.06
drama,Vinay Jain,1.0,0.0,2,0.01
musical,Vinay Jain,1.0,0.0,1,0.02
comedy,Vinay Jain,1.0,0.0,5,0.03
romance,Sohail Khan,2.0,0.0,4,0.04
adventure,Sohail Khan,2.6666666666666665,0.0,3,0.1
drama,Sohail Khan,1.6083333333333334,0.0,20,0.09
action,Sohail Khan,1.6023809523809525,0.0,21,0.12
comedy,Sohail Khan,1.6666666666666667,0.0,11,0.06
crime,Sohail Khan,1.0,0.0,3,0.04
fantasy,Sohail Khan,2.0,0.0,1,0.06
horror,Sohail Khan,2.5,0.0,2,0.11
romance,Sameera Reddy,2.0,0.0,1,0.01
adventure,Sameera Reddy,1.5,0.0,3,0.1
drama,Sameera Reddy,3.5,0.0,3,0.01
action,Sameera Reddy,1.8333333333333335,0.0,4,0.02
comedy,Sameera Reddy,4.75,0.0,3,0.02
crime,Sameera Reddy,2.0,0.0,1,0.01
thriller,Sameera Reddy,5.0,0.0,1,0.02
horror,Sameera Reddy,3.0,0.0,1,0.06
romance,Kabir Bedi,1.5,0.0,3,0.03
drama,Kabir Bedi,1.1666666666666667,0.0,5,0.02
musical,Kabir Bedi,1.0,0.0,1,0.02
action,Kabir Bedi,1.5,0.0,2,0.01
romance,Kamini Kaushal,1.0,0.0,1,0.01
musical,Kamini Kaushal,1.0,0.0,1,0.02
comedy,Kamini Kaushal,1.0,0.0,1,0.01
romance,Adi Irani,1.0,0.0,3,0.03
drama,Adi Irani,1.0,0.0,3,0.01
action,Adi Irani,1.0,0.0,1,0.01
thriller,Adi Irani,1.0,0.0,1,0.02
romance,Farida Jalal,1.0,0.0,3,0.03
drama,Farida Jalal,1.253968253968254,0.0,18,0.08
musical,Farida Jalal,1.0,0.0,1,0.02
action,Farida Jalal,1.1666666666666667,0.0,6,0.03
comedy,Farida Jalal,1.0,0.0,3,0.02
crime,Farida Jalal,1.3333333333333335,0.0,4,0.05
thriller,Farida Jalal,2.5,0.0,3,0.05
romance,Rajesh Khanna,1.5,0.0,2,0.02
drama,Rajesh Khanna,1.0,0.0,1,0.0
crime,Rajesh Khanna,1.0,0.0,1,0.01
family,Rajesh Khanna,2.0,0.0,1,0.09
mystery,Rajesh Khanna,1.0,0.0,1,0.05
thriller,Rajesh Khanna,1.0,0.0,1,0.02
drama,Waheeda Rehman,1.5,0.0,2,0.01
musical,Waheeda Rehman,1.0,0.0,1,0.02
comedy,Waheeda Rehman,2.0,0.0,1,0.01
romance,Zulfi Sayed,1.0,0.0,2,0.02
drama,Zulfi Sayed,1.0,0.0,1,0.0
musical,Zulfi Sayed,1.0,0.0,2,0.05
comedy,Zulfi Sayed,1.0,0.0,1,0.01
thriller,Zulfi Sayed,1.0,0.0,1,0.02
romance,Sonya Jehan,1.0,0.0,1,0.01
drama,Sonya Jehan,1.0,0.0,1,0.0
musical,Sonya Jehan,1.0,0.0,1,0.02
romance,Shahid Kapoor,2.530357142857143,0.03229166666666667,39,0.41
adventure,Shahid Kapoor,2.0,0.0,1,0.03
drama,Shahid Kapoor,2.8721500721500717,0.015151515151515154,38,0.18
musical,Shahid Kapoor,3.0,0.16666666666666666,4,0.18
action,Shahid Kapoor,2.4,0.0,6,0.03
comedy,Shahid Kapoor,3.3269230769230766,0.019230769230769232,23,0.14
crime,Shahid Kapoor,4.0,0.0,4,0.05
family,Shahid Kapoor,5.0,0.5,2,0.46
mystery,Shahid Kapoor,5.0,0.0,1,0.05
thriller,Shahid Kapoor,3.5,0.0,2,0.03
sport,Shahid Kapoor,2.0,0.0,1,0.15
romance,Smita Jaykar,1.875,0.125,6,0.13
drama,Smita Jaykar,1.0,0.0,3,0.01
musical,Smita Jaykar,1.0,0.0,1,0.02
action,Smita Jaykar,1.0,0.0,1,0.01
comedy,Smita Jaykar,4.0,0.5,2,0.29
romance,Ayesha Takia,1.6041666666666667,0.0,16,0.16
drama,Ayesha Takia,1.2753968253968253,0.0,32,0.15
musical,Ayesha Takia,1.75,0.0,3,0.07
action,Ayesha Takia,1.875,0.125,5,0.1
comedy,Ayesha Takia,2.873015873015873,0.24206349206349206,14,0.21
crime,Ayesha Takia,3.5,0.5,2,0.3
mystery,Ayesha Takia,1.0,0.0,1,0.05
thriller,Ayesha Takia,1.0,0.0,3,0.05
adventure,Aditi Govitrikar,1.0,0.0,1,0.03
thriller,Aditi Govitrikar,1.0,0.0,3,0.05
action,Padma Lakshmi,2.0,0.0,1,0.01
crime,Padma Lakshmi,2.0,0.0,1,0.01
mystery,Padma Lakshmi,2.0,0.0,1,0.05
romance,Rakhee Gulzar,2.0,0.0,1,0.01
adventure,Rakhee Gulzar,2.0,0.0,1,0.03
action,Rakhee Gulzar,2.0,0.0,1,0.01
crime,Rakhee Gulzar,2.0,0.0,1,0.01
romance,Divya Dutta,1.8333333333333335,0.0,4,0.04
drama,Divya Dutta,1.1852813852813853,0.0,41,0.19
musical,Divya Dutta,2.0,0.0,1,0.02
comedy,Divya Dutta,1.4351851851851851,0.0,24,0.14
crime,Divya Dutta,1.0,0.0,1,0.01
thriller,Divya Dutta,1.0,0.0,2,0.03
horror,Divya Dutta,1.0,0.0,1,0.06
romance,Tanuja,5.0,0.0,1,0.01
drama,Tanuja,5.0,0.0,1,0.0
action,Shekhar Suman,2.0,0.0,1,0.01
comedy,Shekhar Suman,1.5,0.0,2,0.01
crime,Shekhar Suman,2.0,0.0,1,0.01
thriller,Shekhar Suman,1.0,0.0,1,0.02
romance,Dino Morea,1.4375,0.0,8,0.08
drama,Dino Morea,1.3125,0.0,8,0.04
musical,Dino Morea,1.0,0.0,1,0.02
action,Dino Morea,1.8333333333333335,0.0,4,0.02
comedy,Dino Morea,2.0,0.0,2,0.01
crime,Dino Morea,1.75,0.0,3,0.04
mystery,Dino Morea,2.0,0.0,3,0.15
thriller,Dino Morea,1.55,0.0,11,0.18
horror,Dino Morea,2.5,0.0,3,0.17
drama,Banjara,2.0,0.0,1,0.0
crime,Banjara,2.0,0.0,1,0.01
romance,Kay Kay Menon,3.333333333333333,0.0,3,0.03
drama,Kay Kay Menon,2.1311630036630036,0.0,53,0.24
action,Kay Kay Menon,4.0,0.0,3,0.02
comedy,Kay Kay Menon,2.0625,0.0,16,0.09
crime,Kay Kay Menon,2.6595238095238094,0.0,23,0.29
mystery,Kay Kay Menon,1.1666666666666665,0.0,4,0.2
thriller,Kay Kay Menon,1.2583333333333333,0.0,11,0.18
music,Kay Kay Menon,5.0,0.0,1,0.45
western,Kay Kay Menon,5.0,0.0,1,0.45
drama,Jaya Seal,1.0,0.0,1,0.0
action,Jaya Seal,1.0,0.0,1,0.01
thriller,Jaya Seal,1.0,0.0,1,0.02
drama,Naved Aslam,1.0,0.0,3,0.01
action,Naved Aslam,1.0,0.0,1,0.01
thriller,Naved Aslam,1.0,0.0,1,0.02
drama,Saroj Bhargava,6.0,1.0,1,0.55
comedy,Saroj Bhargava,6.0,1.0,1,0.56
fantasy,Saroj Bhargava,6.0,1.0,1,0.61
drama,Aditya Seal,6.0,1.0,1,0.55
comedy,Aditya Seal,6.0,1.0,1,0.56
fantasy,Aditya Seal,6.0,1.0,1,0.61
romance,Ranvir Shorey,5.625,0.5416666666666666,9,0.39
adventure,Ranvir Shorey,1.0,0.0,1,0.03
drama,Ranvir Shorey,2.6837797619047614,0.08854166666666666,36,0.21
action,Ranvir Shorey,6.25,0.75,3,0.43
comedy,Ranvir Shorey,2.069047619047619,0.03333333333333333,23,0.15
crime,Ranvir Shorey,2.0,0.0,2,0.02
thriller,Ranvir Shorey,4.333333333333333,0.41666666666666663,5,0.31
fantasy,Ranvir Shorey,6.0,1.0,1,0.61
drama,Jai Gidwani,2.0,0.0,1,0.0
action,Jai Gidwani,2.0,0.0,1,0.01
drama,Lucky Ali,1.0,0.0,3,0.01
musical,Lucky Ali,1.0,0.0,1,0.02
romance,Simone Singh,1.0,0.0,1,0.01
drama,Simone Singh,1.0,0.0,3,0.01
musical,Simone Singh,1.0,0.0,1,0.02
mystery,Simone Singh,1.0,0.0,1,0.05
drama,Ehsan Khan,1.0,0.0,3,0.01
musical,Ehsan Khan,1.0,0.0,1,0.02
romance,Aman Verma,6.0,1.0,1,0.56
drama,Aman Verma,3.083333333333333,0.41666666666666663,5,0.25
war,Aman Verma,1.0,0.0,1,0.09
history,Aman Verma,1.0,0.0,1,0.15
horror,Aman Verma,1.0,0.0,1,0.06
romance,Samir Soni,6.0,1.0,2,0.57
drama,Samir Soni,6.0,1.0,3,0.56
comedy,Samir Soni,6.0,1.0,1,0.56
romance,Shilpa Shetty,1.0,0.0,1,0.01
drama,Shilpa Shetty,2.5,0.0,5,0.02
action,Shilpa Shetty,2.4166666666666665,0.0,5,0.03
crime,Shilpa Shetty,2.0,0.0,1,0.01
family,Shilpa Shetty,2.0,0.0,1,0.09
thriller,Shilpa Shetty,1.611111111111111,0.0,6,0.1
sport,Shilpa Shetty,4.0,0.0,1,0.15
romance,Vijayendra Ghatge,2.0,0.0,1,0.01
romance,Urmila Matondkar,1.75,0.0,3,0.03
drama,Urmila Matondkar,1.4183673469387756,0.0,22,0.1
musical,Urmila Matondkar,1.0,0.0,2,0.05
action,Urmila Matondkar,1.0,0.0,3,0.02
crime,Urmila Matondkar,2.5,0.0,2,0.02
mystery,Urmila Matondkar,2.0,0.0,1,0.05
thriller,Urmila Matondkar,3.333333333333333,0.16666666666666666,4,0.16
horror,Urmila Matondkar,4.0,0.5,2,0.39
drama,Mohan Joshi,3.25,0.0,3,0.01
action,Mohan Joshi,1.0,0.0,2,0.01
crime,Mohan Joshi,2.5,0.0,2,0.02
mystery,Mohan Joshi,1.0,0.0,1,0.05
romance,Mohnish Bahl,1.4166666666666665,0.0,5,0.05
drama,Mohnish Bahl,1.3587301587301586,0.0,24,0.11
action,Mohnish Bahl,1.2777777777777777,0.0,6,0.03
comedy,Mohnish Bahl,1.5,0.0,2,0.01
crime,Mohnish Bahl,1.25,0.0,3,0.04
thriller,Mohnish Bahl,1.0,0.0,3,0.05
romance,Prashant Chianani,2.0,0.0,1,0.01
comedy,Prashant Chianani,2.0,0.0,1,0.01
romance,Aamir Ali Malik,2.0,0.0,1,0.01
comedy,Aamir Ali Malik,2.0,0.0,1,0.01
romance,Vaibhav Jhalani,2.0,0.0,1,0.01
comedy,Vaibhav Jhalani,2.0,0.0,1,0.01
romance,Yash Pandit,1.25,0.0,3,0.03
adventure,Yash Pandit,1.0,0.0,1,0.03
musical,Yash Pandit,1.0,0.0,1,0.02
comedy,Yash Pandit,2.0,0.0,1,0.01
romance,Isha Koppikar,1.5,0.0,2,0.02
drama,Isha Koppikar,1.5,0.0,6,0.03
action,Isha Koppikar,1.8333333333333333,0.16666666666666666,5,0.12
comedy,Isha Koppikar,2.75,0.29166666666666663,7,0.2
crime,Isha Koppikar,3.5,0.5,2,0.3
mystery,Isha Koppikar,6.0,1.0,1,0.6
thriller,Isha Koppikar,3.5,0.5,2,0.31
fantasy,Isha Koppikar,1.75,0.0,3,0.19
horror,Isha Koppikar,2.0,0.0,1,0.06
sci-fi,Isha Koppikar,1.0,0.0,1,0.15
romance,Anupam Kher,2.1047979797979797,0.0,25,0.25
adventure,Anupam Kher,1.0,0.0,6,0.19
drama,Anupam Kher,1.7206349206349207,0.04938271604938271,84,0.41
musical,Anupam Kher,2.45,0.2,9,0.31
action,Anupam Kher,2.3583333333333334,0.0625,17,0.13
comedy,Anupam Kher,2.6172275641025644,0.0,55,0.31
crime,Anupam Kher,1.15,0.0,16,0.2
family,Anupam Kher,6.25,0.75,3,0.68
mystery,Anupam Kher,1.0,0.0,1,0.05
thriller,Anupam Kher,2.25,0.25,3,0.19
fantasy,Anupam Kher,2.5,0.0,3,0.19
horror,Anupam Kher,1.0,0.0,1,0.06
sport,Anupam Kher,2.0,0.0,1,0.15
drama,Gurdas Mann,1.0,0.0,1,0.0
family,Gurdas Mann,1.0,0.0,1,0.09
romance,Ashish Vidyarthi,4.0,0.0,1,0.01
drama,Ashish Vidyarthi,1.0,0.0,1,0.0
action,Ashish Vidyarthi,2.5,0.0,2,0.01
comedy,Ashish Vidyarthi,4.0,0.0,1,0.01
family,Ashish Vidyarthi,1.0,0.0,3,0.27
thriller,Ashish Vidyarthi,1.0,0.0,1,0.02
animation,Ashish Vidyarthi,1.0,0.0,1,0.15
drama,Inder Kumar,1.0,0.0,3,0.01
action,Inder Kumar,1.0,0.0,1,0.01
crime,Inder Kumar,1.0,0.0,1,0.01
drama,Manek Bedi,1.0,0.0,1,0.0
action,Manek Bedi,1.0,0.0,1,0.01
crime,Manek Bedi,1.0,0.0,1,0.01
family,Kaivalya Chheda,2.0,0.0,1,0.09
drama,Govind Namdeo,1.1,0.0,6,0.03
action,Govind Namdeo,1.0,0.0,1,0.01
comedy,Govind Namdeo,1.0,0.0,4,0.02
crime,Govind Namdeo,1.111111111111111,0.0,6,0.08
thriller,Govind Namdeo,1.0,0.0,1,0.02
romance,Zayed Khan,1.625,0.0625,11,0.14
adventure,Zayed Khan,1.25,0.0,3,0.1
drama,Zayed Khan,1.3083333333333333,0.0,20,0.09
action,Zayed Khan,1.8015873015873016,0.047619047619047616,17,0.12
comedy,Zayed Khan,2.3333333333333335,0.2,8,0.16
crime,Zayed Khan,4.0,0.0,1,0.01
mystery,Zayed Khan,1.75,0.0,3,0.15
thriller,Zayed Khan,2.5,0.0,3,0.05
drama,Rakhi Sawant,1.0,0.0,1,0.0
action,Rakhi Sawant,1.0,0.0,1,0.01
comedy,Rakhi Sawant,2.0,0.0,1,0.01
crime,Rakhi Sawant,2.0,0.0,1,0.01
mystery,Rakhi Sawant,1.0,0.0,1,0.05
thriller,Rakhi Sawant,2.0,0.0,1,0.02
drama,Tara Deshpande,1.75,0.0,3,0.01
crime,Tara Deshpande,1.5,0.0,2,0.02
thriller,Tara Deshpande,2.0,0.0,1,0.02
romance,Jas Arora,6.0,1.0,1,0.56
drama,Jas Arora,3.0,0.25,3,0.15
crime,Jas Arora,2.0,0.0,1,0.01
thriller,Jas Arora,2.0,0.0,1,0.02
drama,Shishir Sharma,2.0,0.0,1,0.0
crime,Shishir Sharma,2.0,0.0,1,0.01
thriller,Shishir Sharma,2.0,0.0,1,0.02
drama,Heenee Kaushik,1.0,0.0,1,0.0
drama,Shoib Khan,1.0,0.0,1,0.0
drama,Chaitanya Chaudhary,1.0,0.0,1,0.0
crime,Chaitanya Chaudhary,1.0,0.0,1,0.01
drama,Toby Stephens,2.0,0.0,1,0.0
biography,Toby Stephens,2.0,0.0,1,0.22
history,Toby Stephens,2.0,0.0,1,0.15
drama,Coral Beed,2.0,0.0,1,0.0
biography,Coral Beed,2.0,0.0,1,0.22
history,Coral Beed,2.0,0.0,1,0.15
romance,Lara Dutta,3.8125,0.47916666666666663,14,0.4
adventure,Lara Dutta,2.111111111111111,0.0,8,0.26
drama,Lara Dutta,3.306666666666666,0.24,15,0.2
musical,Lara Dutta,5.25,0.75,3,0.48
action,Lara Dutta,1.388888888888889,0.0,8,0.04
comedy,Lara Dutta,3.9920634920634925,0.36507936507936506,16,0.29
family,Lara Dutta,1.0,0.0,1,0.09
mystery,Lara Dutta,5.5,0.75,3,0.56
thriller,Lara Dutta,2.5,0.0,2,0.03
animation,Lara Dutta,1.0,0.0,1,0.15
romance,Priyanka Chopra,4.159090909090909,0.2265151515151515,31,0.43
adventure,Priyanka Chopra,3.625,0.325,9,0.47
drama,Priyanka Chopra,2.685714285714286,0.0765079365079365,53,0.29
musical,Priyanka Chopra,4.472222222222222,0.5277777777777778,8,0.47
action,Priyanka Chopra,3.692857142857143,0.34523809523809523,29,0.35
comedy,Priyanka Chopra,4.172222222222222,0.2888888888888889,24,0.29
biography,Priyanka Chopra,5.0,0.0,1,0.22
crime,Priyanka Chopra,4.595238095238095,0.5095238095238096,18,0.51
mystery,Priyanka Chopra,1.75,0.0,3,0.15
thriller,Priyanka Chopra,3.466666666666667,0.18333333333333335,11,0.28
fantasy,Priyanka Chopra,1.0,0.0,1,0.06
sci-fi,Priyanka Chopra,8.0,1.0,1,0.7
sport,Priyanka Chopra,5.0,0.0,1,0.15
romance,Rajeev Verma,6.0,1.0,1,0.56
drama,Rajeev Verma,6.0,1.0,1,0.55
musical,Rajeev Verma,6.0,1.0,1,0.57
sci-fi,Rajeev Verma,1.0,0.0,1,0.15
drama,Ajinkya Deo,1.0,0.0,1,0.0
action,Ajinkya Deo,1.0,0.0,1,0.01
crime,Ajinkya Deo,1.0,0.0,1,0.01
romance,Nethra Raghuraman,1.0,0.0,1,0.01
drama,Nethra Raghuraman,1.0,0.0,1,0.0
musical,Nethra Raghuraman,1.0,0.0,1,0.02
action,Nethra Raghuraman,1.0,0.0,4,0.02
crime,Nethra Raghuraman,1.0,0.0,3,0.04
romance,Rahul Bose,1.6666666666666667,0.0,5,0.05
drama,Rahul Bose,1.5208333333333333,0.0,11,0.05
musical,Rahul Bose,2.0,0.0,1,0.02
comedy,Rahul Bose,1.5555555555555556,0.0,8,0.05
crime,Rahul Bose,1.111111111111111,0.0,6,0.08
thriller,Rahul Bose,1.2777777777777777,0.0,6,0.1
romance,Shabana Azmi,1.0,0.0,3,0.03
drama,Shabana Azmi,1.0,0.0,6,0.03
comedy,Shabana Azmi,1.0,0.0,1,0.01
drama,Imran Ahmed Khan,1.0,0.0,1,0.0
musical,Imran Ahmed Khan,1.0,0.0,1,0.02
family,Imran Ahmed Khan,1.0,0.0,1,0.09
drama,Sonali Khare,1.0,0.0,1,0.0
musical,Sonali Khare,1.0,0.0,1,0.02
family,Sonali Khare,1.0,0.0,1,0.09
drama,Neelu Kohli,1.0,0.0,3,0.01
musical,Neelu Kohli,1.0,0.0,1,0.02
family,Neelu Kohli,1.0,0.0,1,0.09
drama,Hiten Paintal,1.0,0.0,1,0.0
musical,Hiten Paintal,1.0,0.0,1,0.02
family,Hiten Paintal,1.0,0.0,1,0.09
romance,Ritesh Deshmukh,4.756666666666666,0.24238095238095236,23,0.36
drama,Ritesh Deshmukh,3.632440476190476,0.3551587301587301,38,0.37
musical,Ritesh Deshmukh,4.0,0.0,3,0.07
action,Ritesh Deshmukh,2.0,0.0,1,0.01
comedy,Ritesh Deshmukh,4.560642135642135,0.38643578643578647,37,0.42
crime,Ritesh Deshmukh,6.0,1.0,1,0.56
mystery,Ritesh Deshmukh,4.333333333333333,0.6666666666666666,3,0.52
thriller,Ritesh Deshmukh,4.25,0.0,3,0.05
romance,Supriya Karnik,4.75,0.75,3,0.44
mystery,Supriya Karnik,1.0,0.0,1,0.05
drama,Pummy Brar,1.0,0.0,1,0.0
action,Pummy Brar,1.0,0.0,1,0.01
comedy,Pummy Brar,1.0,0.0,1,0.01
drama,Crystal,1.0,0.0,1,0.0
action,Crystal,1.0,0.0,1,0.01
comedy,Crystal,1.0,0.0,1,0.01
drama,Harry,1.0,0.0,1,0.0
action,Harry,1.0,0.0,1,0.01
comedy,Harry,1.0,0.0,1,0.01
drama,Ashay Chitre,2.0,0.0,1,0.0
mystery,Ashay Chitre,2.0,0.0,1,0.05
horror,Ashay Chitre,2.0,0.0,1,0.06
romance,Anita Hassandani,1.0,0.0,1,0.01
drama,Anita Hassandani,1.25,0.0,3,0.01
action,Anita Hassandani,1.0,0.0,1,0.01
comedy,Anita Hassandani,1.1666666666666665,0.0,4,0.02
crime,Anita Hassandani,1.0,0.0,1,0.01
mystery,Anita Hassandani,2.0,0.0,1,0.05
fantasy,Anita Hassandani,2.0,0.0,1,0.06
horror,Anita Hassandani,2.0,0.0,3,0.17
romance,Zohra Segal,3.0,0.0,2,0.02
drama,Zohra Segal,2.0,0.0,1,0.0
action,Zohra Segal,2.0,0.0,1,0.01
comedy,Zohra Segal,3.0,0.0,2,0.01
horror,Zohra Segal,2.0,0.0,1,0.06
romance,John Abraham,4.666666666666667,0.611111111111111,11,0.45
adventure,John Abraham,4.333333333333333,0.3333333333333333,3,0.28
drama,John Abraham,3.509624183006536,0.11787581699346408,72,0.4
musical,John Abraham,1.0,0.0,3,0.07
action,John Abraham,3.916666666666667,0.23958333333333331,19,0.24
comedy,John Abraham,3.7,0.20416666666666666,16,0.2
crime,John Abraham,3.9791666666666665,0.0625,10,0.16
family,John Abraham,2.0,0.0,1,0.09
mystery,John Abraham,1.75,0.0,3,0.15
thriller,John Abraham,4.733333333333333,0.35555555555555557,9,0.34
history,John Abraham,5.0,0.5,2,0.57
horror,John Abraham,2.0,0.0,1,0.06
sport,John Abraham,2.0,0.0,1,0.15
romance,Vinay Pathak,3.5,0.5,4,0.32
drama,Vinay Pathak,3.7266666666666666,0.35333333333333333,23,0.3
musical,Vinay Pathak,8.0,1.0,1,0.57
comedy,Vinay Pathak,3.1833333333333336,0.26666666666666666,13,0.22
crime,Vinay Pathak,1.0,0.0,1,0.01
mystery,Vinay Pathak,1.0,0.0,1,0.05
thriller,Vinay Pathak,2.5,0.16666666666666666,4,0.16
thriller,Suchitra Pillai-Malik,1.0,0.0,1,0.02
drama,Shweta Menon,1.5,0.0,3,0.01
musical,Shweta Menon,3.0,0.0,1,0.02
thriller,Shweta Menon,1.0,0.0,1,0.02
horror,Shweta Menon,1.0,0.0,1,0.06
romance,Parmita Katkar,1.0,0.0,1,0.01
action,Parmita Katkar,1.0,0.0,1,0.01
romance,Mallika Sherawat,3.625,0.0,6,0.06
adventure,Mallika Sherawat,1.0,0.0,1,0.03
drama,Mallika Sherawat,3.202777777777778,0.11666666666666665,17,0.14
musical,Mallika Sherawat,2.5,0.0,3,0.07
comedy,Mallika Sherawat,1.923611111111111,0.041666666666666664,26,0.17
crime,Mallika Sherawat,3.0,0.3333333333333333,3,0.22
thriller,Mallika Sherawat,4.75,0.25,3,0.19
horror,Mallika Sherawat,1.0,0.0,1,0.06
romance,Shivaji Satam,4.0,0.0,1,0.01
drama,Shivaji Satam,4.0,0.0,1,0.0
musical,Shivaji Satam,4.0,0.0,1,0.02
romance,Mahmud Babai,4.0,0.0,1,0.01
drama,Mahmud Babai,4.0,0.0,1,0.0
musical,Mahmud Babai,4.0,0.0,1,0.02
romance,Aditya Srivastava,2.0,0.0,1,0.01
drama,Aditya Srivastava,1.0,0.0,3,0.01
action,Aditya Srivastava,1.0,0.0,1,0.01
crime,Aditya Srivastava,1.25,0.0,3,0.04
thriller,Aditya Srivastava,1.25,0.0,3,0.05
horror,Aditya Srivastava,1.0,0.0,1,0.06
romance,Juhi Babbar,1.0,0.0,1,0.01
musical,Juhi Babbar,1.0,0.0,1,0.02
family,Juhi Babbar,1.0,0.0,1,0.09
romance,Sonu Nigam,1.0,0.0,1,0.01
musical,Sonu Nigam,1.0,0.0,1,0.02
family,Sonu Nigam,1.0,0.0,1,0.09
romance,Tanisha,1.5,0.0,2,0.02
