name,year,Hit,Flop,HitPercentage
Chunky Pandey,2002-01-01,0,0,0.0
Mandira Bedi,2002-01-01,0,0,0.0
Makrand Deshpande,2002-01-01,0,2,0.0
Aditya Srivastava,2002-01-01,0,0,0.0
Nauheed Cyrusi,2002-01-01,0,0,0.0
Abhay Bhargav,2002-01-01,0,1,0.0
Prashant Narayanan,2002-01-01,0,0,0.0
Puru Rajkumar,2002-01-01,0,1,0.0
Rohini Hattangadi,2002-01-01,0,1,0.0
Mukesh Ahuja,2002-01-01,0,0,0.0
Nagesh Bhonsle,2002-01-01,0,0,0.0
Shweta Bhardwaj,2002-01-01,0,0,0.0
Vikas Anand,2002-01-01,0,0,0.0
Akhilendra Mishra,2002-01-01,0,1,0.0
Rituparna Sengupta,2002-01-01,0,0,0.0
Hazel Croney,2002-01-01,0,0,0.0
Harman Baweja,2002-01-01,0,0,0.0
Sudha Chandran,2002-01-01,0,0,0.0
Shabana Azmi,2002-01-01,0,0,0.0
Benjamin Gilani,2002-01-01,0,0,0.0
Dev Anand,2002-01-01,0,0,0.0
Tanvi Azmi,2002-01-01,0,0,0.0
Adi Irani,2002-01-01,0,1,0.0
Achint Kaur,2002-01-01,0,1,0.0
Yuvika Chaudhry,2002-01-01,0,0,0.0
Pankaj Berry,2002-01-01,0,1,0.0
Varun Dhawan,2002-01-01,0,0,0.0
Nargis Fakhri,2002-01-01,0,0,0.0
Aamir Khan,2003-01-01,0,0,0.0
Shah Rukh Khan,2003-01-01,2,0,1.0
Salman Khan,2003-01-01,1,1,0.5
Katrina Kaif,2003-01-01,0,0,0.0
Deepika Padukone,2003-01-01,0,0,0.0
Hrithik Roshan,2003-01-01,0,1,0.0
Priyanka Chopra,2003-01-01,1,2,0.3333333333333333
Kareena Kapoor,2003-01-01,0,3,0.0
Ranbir Kapoor,2003-01-01,0,0,0.0
Kajol,2003-01-01,0,0,0.0
John Abraham,2003-01-01,1,1,0.5
Amitabh Bachchan,2003-01-01,1,4,0.2
Sonakshi Sinha,2003-01-01,0,0,0.0
Alia Bhatt,2003-01-01,0,0,0.0
Ajay Devgn,2003-01-01,1,6,0.14285714285714285
Asin,2003-01-01,0,0,0.0
Farhan Akhtar,2003-01-01,0,0,0.0
Arjun Kapoor,2003-01-01,0,0,0.0
Akshay Kumar,2003-01-01,1,1,0.5
Anushka Sharma,2003-01-01,0,0,0.0
Vidya Balan,2003-01-01,0,0,0.0
Aishwarya Rai Bachchan,2003-01-01,0,2,0.0
Ranveer Singh,2003-01-01,0,0,0.0
Vir Das,2003-01-01,0,0,0.0
Shahid Kapoor,2003-01-01,0,1,0.0
Saif Ali Khan,2003-01-01,1,2,0.3333333333333333
Anil Kapoor,2003-01-01,0,2,0.0
Prakash Raj,2003-01-01,0,0,0.0
Sonam Kapoor,2003-01-01,0,0,0.0
Sanjay Kapoor,2003-01-01,0,1,0.0
Jacqueline Fernandez,2003-01-01,0,0,0.0
Abhishek Bachchan,2003-01-01,0,4,0.0
Imran Khan,2003-01-01,0,1,0.0
Rekha,2003-01-01,1,0,1.0
Tabu,2003-01-01,0,3,0.0
Madhavan,2003-01-01,0,0,0.0
Sanjay Dutt,2003-01-01,1,2,0.3333333333333333
Parineeti Chopra,2003-01-01,0,0,0.0
Madhuri Dixit,2003-01-01,0,0,0.0
Preity Zinta,2003-01-01,1,2,0.3333333333333333
Govinda,2003-01-01,0,1,0.0
Emraan Hashmi,2003-01-01,0,1,0.0
Bipasha Basu,2003-01-01,1,2,0.3333333333333333
Uday Chopra,2003-01-01,0,1,0.0
Aditya Roy Kapoor,2003-01-01,0,0,0.0
Ritesh Deshmukh,2003-01-01,1,1,0.5
Rishi Kapoor,2003-01-01,0,0,0.0
Kangana Ranaut,2003-01-01,0,0,0.0
Dia Mirza,2003-01-01,0,2,0.0
Amrish Puri,2003-01-01,0,3,0.0
Amrita Rao,2003-01-01,0,1,0.0
Lara Dutta,2003-01-01,1,1,0.5
Om Puri,2003-01-01,0,3,0.0
Kiron Kher,2003-01-01,0,0,0.0
Mallika Sherawat,2003-01-01,0,1,0.0
Sonu Sood,2003-01-01,0,0,0.0
Nana Patekar,2003-01-01,1,0,1.0
Vinod Khanna,2003-01-01,0,0,0.0
Kalki Koechlin,2003-01-01,0,0,0.0
Rani Mukerji,2003-01-01,1,2,0.3333333333333333
Rajkummar Rao,2003-01-01,0,0,0.0
Tusshar Kapoor,2003-01-01,0,0,0.0
Arjun Rampal,2003-01-01,0,2,0.0
Paresh Rawal,2003-01-01,1,0,1.0
Supriya Pathak,2003-01-01,0,0,0.0
Nawazuddin Siddiqui,2003-01-01,0,0,0.0
Naseeruddin Shah,2003-01-01,0,0,0.0
Randeep Hooda,2003-01-01,0,0,0.0
Jaya Bhaduri,2003-01-01,1,0,1.0
Karisma Kapoor,2003-01-01,0,1,0.0
Sharman Joshi,2003-01-01,0,1,0.0
Boman Irani,2003-01-01,0,0,0.0
Satish Shah,2003-01-01,2,1,0.6666666666666666
Arshad Warsi,2003-01-01,1,1,0.5
Raj Babbar,2003-01-01,0,0,0.0
Shilpa Shetty,2003-01-01,0,0,0.0
Vivek Oberoi,2003-01-01,0,1,0.0
Anupam Kher,2003-01-01,0,1,0.0
Sameera Reddy,2003-01-01,0,1,0.0
Sunny Deol,2003-01-01,0,4,0.0
Shraddha Kapoor,2003-01-01,0,0,0.0
Akshaye Khanna,2003-01-01,1,0,1.0
Manish Chaudhary,2003-01-01,0,0,0.0
Sunil Shetty,2003-01-01,0,6,0.0
Sohail Khan,2003-01-01,0,1,0.0
Esha Deol,2003-01-01,0,2,0.0
Pavan Malhotra,2003-01-01,0,0,0.0
Sonali Kulkarni,2003-01-01,0,0,0.0
Rimi Sen,2003-01-01,1,0,1.0
Sushmita Sen,2003-01-01,0,1,0.0
Gracy Singh,2003-01-01,1,2,0.3333333333333333
Kunal Khemu,2003-01-01,0,0,0.0
Juhi Chawla,2003-01-01,0,1,0.0
Vinay Pathak,2003-01-01,1,0,1.0
Dharmendra,2003-01-01,0,1,0.0
Mohammed Zeeshan Ayyub,2003-01-01,0,0,0.0
Ranvir Shorey,2003-01-01,0,0,0.0
Genelia D'Souza,2003-01-01,0,0,0.0
Isha Koppikar,2003-01-01,0,0,0.0
Soha Ali Khan,2003-01-01,0,0,0.0
Johnny Lever,2003-01-01,0,1,0.0
Ayesha Takia,2003-01-01,0,0,0.0
Tia Bajpai,2003-01-01,0,0,0.0
Nasser,2003-01-01,0,0,0.0
Saurabh Shukla,2003-01-01,0,2,0.0
Konkona Sen Sharma,2003-01-01,0,0,0.0
Ameesha Patel,2003-01-01,0,1,0.0
Zayed Khan,2003-01-01,0,1,0.0
Neha Dhupia,2003-01-01,0,1,0.0
Irrfan Khan,2003-01-01,0,1,0.0
Revathy,2003-01-01,0,1,0.0
Girish Karnad,2003-01-01,0,0,0.0
Fardeen Khan,2003-01-01,0,2,0.0
Mahesh Manjrekar,2003-01-01,0,0,0.0
Shakti Kapoor,2003-01-01,1,1,0.5
Shiney Ahuja,2003-01-01,0,0,0.0
Lillete Dubey,2003-01-01,0,0,0.0
Shreyas Talpade,2003-01-01,0,0,0.0
Minissha Lamba,2003-01-01,0,0,0.0
Jimmy Shergill,2003-01-01,0,1,0.0
Manisha Koirala,2003-01-01,0,3,0.0
Atul Kulkarni,2003-01-01,0,3,0.0
Amrita Arora,2003-01-01,0,1,0.0
Neil Nitin Mukesh,2003-01-01,0,0,0.0
Rajat Kapoor,2003-01-01,0,1,0.0
Aftab Shivdasani,2003-01-01,1,1,0.5
Ashmit Patel,2003-01-01,0,1,0.0
Dimple Kapadia,2003-01-01,0,0,0.0
Urmila Matondkar,2003-01-01,1,2,0.3333333333333333
Danny Denzongpa,2003-01-01,0,0,0.0
Ahsaas Channa,2003-01-01,0,0,0.0
Prem Chopra,2003-01-01,0,0,0.0
Sushant Singh,2003-01-01,0,0,0.0
Rahul Dev,2003-01-01,0,4,0.0
Kay Kay Menon,2003-01-01,0,1,0.0
Darshan Jariwala,2003-01-01,0,0,0.0
Antara Mali,2003-01-01,0,2,0.0
Jackie Shroff,2003-01-01,0,2,0.0
Vrajesh Hirjee,2003-01-01,0,1,0.0
Vicky Ahuja,2003-01-01,0,0,0.0
Sandhya Mridul,2003-01-01,0,1,0.0
Arbaaz Khan,2003-01-01,0,1,0.0
Prachi Desai,2003-01-01,0,0,0.0
Ali Zafar,2003-01-01,0,0,0.0
Udita Goswami,2003-01-01,0,0,0.0
Rana Jung Bahadur,2003-01-01,0,0,0.0
Abhay Deol,2003-01-01,0,0,0.0
Neetu Chandra,2003-01-01,0,0,0.0
Sanjay Mishra,2003-01-01,0,0,0.0
Priyanshu Chatterjee,2003-01-01,0,2,0.0
Raveena Tandon,2003-01-01,0,4,0.0
Alok Nath,2003-01-01,0,0,0.0
Mahie Gill,2003-01-01,0,1,0.0
Sharat Saxena,2003-01-01,0,1,0.0
Mithun Chakraborty,2003-01-01,0,0,0.0
Bobby Deol,2003-01-01,0,0,0.0
Tinnu Anand,2003-01-01,0,1,0.0
Manjari Phadnis,2003-01-01,0,0,0.0
Kunal Kapoor,2003-01-01,0,0,0.0
Ayub Khan,2003-01-01,0,0,0.0
Kashmira Shah,2003-01-01,0,0,0.0
Deepak Dobriyal,2003-01-01,0,0,0.0
Rajpal Yadav,2003-01-01,0,1,0.0
Divya Dutta,2003-01-01,0,2,0.0
Rajat Bedi,2003-01-01,0,1,0.0
Rahul Bose,2003-01-01,0,3,0.0
Parvin Dabas,2003-01-01,0,0,0.0
Asrani,2003-01-01,0,0,0.0
Raghuvir Yadav,2003-01-01,0,0,0.0
Avtar Gill,2003-01-01,0,2,0.0
Aashish Chaudhary,2003-01-01,0,0,0.0
Laxmikant Berde,2003-01-01,0,0,0.0
Nandita Das,2003-01-01,0,3,0.0
Mukesh Tiwari,2003-01-01,0,2,0.0
Mahima Chaudhry,2003-01-01,1,1,0.5
Shahana Goswami,2003-01-01,0,0,0.0
Tara Sharma,2003-01-01,0,1,0.0
Smita Jaykar,2003-01-01,0,1,0.0
Gulshan Grover,2003-01-01,1,5,0.16666666666666666
Vidya Malvade,2003-01-01,0,1,0.0
Yashpal Sharma,2003-01-01,0,1,0.0
Manoj Bajpayee,2003-01-01,0,1,0.0
Ashutosh Rana,2003-01-01,0,3,0.0
Ravi Kishan,2003-01-01,0,0,0.0
Nafisa Ali,2003-01-01,0,0,0.0
Arunoday Singh,2003-01-01,0,0,0.0
Omkar Das Manikpuri,2003-01-01,0,0,0.0
Himanshu Malik,2003-01-01,0,1,0.0
Mimoh Chakraborty,2003-01-01,0,0,0.0
Nushrat Bharucha,2003-01-01,0,0,0.0
Sarika,2003-01-01,0,0,0.0
Hema Malini,2003-01-01,1,0,1.0
Krishna Bhatt,2003-01-01,0,0,0.0
Dino Morea,2003-01-01,0,2,0.0
Tanushree Dutta,2003-01-01,0,0,0.0
Zakir Hussain,2003-01-01,0,0,0.0
Asif Basra,2003-01-01,0,1,0.0
Sachin Khedekar,2003-01-01,1,0,1.0
Celina Jaitly,2003-01-01,0,2,0.0
Raima Sen,2003-01-01,0,0,0.0
Gul Panag,2003-01-01,0,1,0.0
Rakesh Bedi,2003-01-01,0,2,0.0
Rati Agnihotri,2003-01-01,0,1,0.0
Ali Fazal,2003-01-01,0,0,0.0
Aarti Chhabria,2003-01-01,0,1,0.0
Satish Kaushik,2003-01-01,0,1,0.0
Seema Biswas,2003-01-01,0,0,0.0
Sanjay Suri,2003-01-01,0,2,0.0
Arun Bakshi,2003-01-01,0,1,0.0
Arya Babbar,2003-01-01,0,1,0.0
Namrata Shirodkar,2003-01-01,0,1,0.0
Dipannita Sharma,2003-01-01,0,0,0.0
Manu Rishi Chadha,2003-01-01,0,0,0.0
Sharad S. Kapoor,2003-01-01,0,1,0.0
Farida Jalal,2003-01-01,0,1,0.0
Mugdha Godse,2003-01-01,0,0,0.0
Riya Sen,2003-01-01,0,0,0.0
Bhoomika Chawla,2003-01-01,1,0,1.0
Tulip Joshi,2003-01-01,0,0,0.0
Vijay Raaz,2003-01-01,0,2,0.0
Hrishitaa Bhatt,2003-01-01,0,2,0.0
Dinesh Hingoo,2003-01-01,0,1,0.0
Sadashiv Amrapurkar,2003-01-01,0,2,0.0
Mohnish Bahl,2003-01-01,0,1,0.0
Farooq Shaikh,2003-01-01,0,0,0.0
Vikram Gokhale,2003-01-01,0,0,0.0
Govind Namdeo,2003-01-01,0,1,0.0
Kurush Deboo,2003-01-01,0,0,0.0
Sahil Khan,2003-01-01,0,1,0.0
Yash Tonk,2003-01-01,0,0,0.0
Ishrat Ali,2003-01-01,0,0,0.0
Milind Gunaji,2003-01-01,0,1,0.0
Sudesh Berry,2003-01-01,0,0,0.0
Rajit Kapoor,2003-01-01,0,0,0.0
Nassar Abdulla,2003-01-01,0,0,0.0
Snehal Dabi,2003-01-01,0,1,0.0
Sandali Sinha,2003-01-01,0,2,0.0
Kader Khan,2003-01-01,0,0,0.0
Rajeev Khandelwal,2003-01-01,0,0,0.0
Anupama Verma,2003-01-01,0,0,0.0
Anang Desai,2003-01-01,0,0,0.0
Himesh Reshammiya,2003-01-01,0,0,0.0
Bharati Achrekar,2003-01-01,0,0,0.0
Ashish Vidyarthi,2003-01-01,0,0,0.0
Purab Kohli,2003-01-01,0,1,0.0
Ila Arun,2003-01-01,0,0,0.0
Ram Kapoor,2003-01-01,0,0,0.0
Manoj Joshi,2003-01-01,0,0,0.0
Preeti Jhangiani,2003-01-01,0,0,0.0
Jacky Bhagnani,2003-01-01,0,0,0.0
Anuj Sawhney,2003-01-01,0,1,0.0
Neha Sharma,2003-01-01,0,0,0.0
Neena Gupta,2003-01-01,0,0,0.0
Gajendra Chouhan,2003-01-01,0,0,0.0
Perizaad Zorabian,2003-01-01,0,2,0.0
Aryan Vaid,2003-01-01,0,1,0.0
Prateik,2003-01-01,0,0,0.0
Sayaji Shinde,2003-01-01,0,0,0.0
Anita Hassandani,2003-01-01,0,1,0.0
Pooja Batra,2003-01-01,0,2,0.0
Vatsal Seth,2003-01-01,0,0,0.0
Suman Ranganathan,2003-01-01,0,1,0.0
Javed Jaffrey,2003-01-01,0,1,0.0
Mukesh Bhatt,2003-01-01,0,0,0.0
Arjan Bajwa,2003-01-01,0,0,0.0
Kabir Bedi,2003-01-01,0,0,0.0
Mukul Dev,2003-01-01,0,1,0.0
Shawar Ali,2003-01-01,0,0,0.0
Ayesha Jhulka,2003-01-01,0,1,0.0
Rajesh Khanna,2003-01-01,0,0,0.0
Birbal,2003-01-01,0,0,0.0
Sayali Bhagat,2003-01-01,0,0,0.0
Kiran Kumar,2003-01-01,0,0,0.0
Chunky Pandey,2003-01-01,0,1,0.0
Mandira Bedi,2003-01-01,0,0,0.0
Makrand Deshpande,2003-01-01,0,0,0.0
Aditya Srivastava,2003-01-01,0,2,0.0
Nauheed Cyrusi,2003-01-01,0,1,0.0
Abhay Bhargav,2003-01-01,0,1,0.0
Prashant Narayanan,2003-01-01,0,2,0.0
Puru Rajkumar,2003-01-01,0,0,0.0
Rohini Hattangadi,2003-01-01,0,0,0.0
Mukesh Ahuja,2003-01-01,0,1,0.0
Nagesh Bhonsle,2003-01-01,0,0,0.0
Shweta Bhardwaj,2003-01-01,0,0,0.0
Vikas Anand,2003-01-01,0,0,0.0
Akhilendra Mishra,2003-01-01,0,0,0.0
Rituparna Sengupta,2003-01-01,0,0,0.0
Hazel Croney,2003-01-01,0,0,0.0
Harman Baweja,2003-01-01,0,0,0.0
Sudha Chandran,2003-01-01,0,0,0.0
Shabana Azmi,2003-01-01,0,1,0.0
Benjamin Gilani,2003-01-01,0,0,0.0
Dev Anand,2003-01-01,0,1,0.0
Tanvi Azmi,2003-01-01,0,0,0.0
Adi Irani,2003-01-01,0,0,0.0
Achint Kaur,2003-01-01,0,0,0.0
Yuvika Chaudhry,2003-01-01,0,0,0.0
Pankaj Berry,2003-01-01,0,0,0.0
Varun Dhawan,2003-01-01,0,0,0.0
Nargis Fakhri,2003-01-01,0,0,0.0
Aamir Khan,2004-01-01,0,0,0.0
Shah Rukh Khan,2004-01-01,2,2,0.5
Salman Khan,2004-01-01,1,2,0.3333333333333333
Katrina Kaif,2004-01-01,0,0,0.0
Deepika Padukone,2004-01-01,0,0,0.0
Hrithik Roshan,2004-01-01,0,1,0.0
Priyanka Chopra,2004-01-01,1,3,0.25
Kareena Kapoor,2004-01-01,1,3,0.25
Ranbir Kapoor,2004-01-01,0,0,0.0
Kajol,2004-01-01,0,0,0.0
John Abraham,2004-01-01,1,3,0.25
Amitabh Bachchan,2004-01-01,0,8,0.0
Sonakshi Sinha,2004-01-01,0,0,0.0
Alia Bhatt,2004-01-01,0,0,0.0
Ajay Devgn,2004-01-01,0,4,0.0
Asin,2004-01-01,0,0,0.0
Farhan Akhtar,2004-01-01,0,0,0.0
Arjun Kapoor,2004-01-01,0,0,0.0
Akshay Kumar,2004-01-01,1,7,0.125
Anushka Sharma,2004-01-01,0,0,0.0
Vidya Balan,2004-01-01,0,0,0.0
Aishwarya Rai Bachchan,2004-01-01,0,3,0.0
Ranveer Singh,2004-01-01,0,0,0.0
Vir Das,2004-01-01,0,0,0.0
Shahid Kapoor,2004-01-01,0,2,0.0
Saif Ali Khan,2004-01-01,1,1,0.5
Anil Kapoor,2004-01-01,0,1,0.0
Prakash Raj,2004-01-01,0,0,0.0
Sonam Kapoor,2004-01-01,0,0,0.0
Sanjay Kapoor,2004-01-01,1,1,0.5
Jacqueline Fernandez,2004-01-01,0,0,0.0
Abhishek Bachchan,2004-01-01,1,4,0.2
Imran Khan,2004-01-01,0,0,0.0
Rekha,2004-01-01,0,0,0.0
Tabu,2004-01-01,0,1,0.0
Madhavan,2004-01-01,0,0,0.0
Sanjay Dutt,2004-01-01,0,4,0.0
Parineeti Chopra,2004-01-01,0,0,0.0
Madhuri Dixit,2004-01-01,0,0,0.0
Preity Zinta,2004-01-01,1,1,0.5
Govinda,2004-01-01,0,0,0.0
Emraan Hashmi,2004-01-01,1,1,0.5
Bipasha Basu,2004-01-01,0,5,0.0
Uday Chopra,2004-01-01,1,0,1.0
Aditya Roy Kapoor,2004-01-01,0,0,0.0
Ritesh Deshmukh,2004-01-01,1,2,0.3333333333333333
Rishi Kapoor,2004-01-01,0,0,0.0
Kangana Ranaut,2004-01-01,0,0,0.0
Dia Mirza,2004-01-01,0,2,0.0
Amrish Puri,2004-01-01,1,2,0.3333333333333333
Amrita Rao,2004-01-01,1,1,0.5
Lara Dutta,2004-01-01,0,1,0.0
Om Puri,2004-01-01,0,3,0.0
Kiron Kher,2004-01-01,2,0,1.0
Mallika Sherawat,2004-01-01,1,1,0.5
Sonu Sood,2004-01-01,0,0,0.0
Nana Patekar,2004-01-01,1,0,1.0
Vinod Khanna,2004-01-01,0,0,0.0
Kalki Koechlin,2004-01-01,0,0,0.0
Rani Mukerji,2004-01-01,2,1,0.6666666666666666
Rajkummar Rao,2004-01-01,0,0,0.0
Tusshar Kapoor,2004-01-01,0,1,0.0
Arjun Rampal,2004-01-01,0,1,0.0
Paresh Rawal,2004-01-01,1,1,0.5
Supriya Pathak,2004-01-01,0,0,0.0
Nawazuddin Siddiqui,2004-01-01,0,0,0.0
Naseeruddin Shah,2004-01-01,0,1,0.0
Randeep Hooda,2004-01-01,0,0,0.0
Jaya Bhaduri,2004-01-01,0,0,0.0
Karisma Kapoor,2004-01-01,0,0,0.0
Sharman Joshi,2004-01-01,0,0,0.0
Boman Irani,2004-01-01,0,0,0.0
Satish Shah,2004-01-01,0,0,0.0
Arshad Warsi,2004-01-01,0,0,0.0
Raj Babbar,2004-01-01,0,1,0.0
Shilpa Shetty,2004-01-01,0,2,0.0
Vivek Oberoi,2004-01-01,1,2,0.3333333333333333
Anupam Kher,2004-01-01,0,3,0.0
Sameera Reddy,2004-01-01,0,1,0.0
Sunny Deol,2004-01-01,0,2,0.0
Shraddha Kapoor,2004-01-01,0,0,0.0
Akshaye Khanna,2004-01-01,1,1,0.5
Manish Chaudhary,2004-01-01,0,0,0.0
Sunil Shetty,2004-01-01,2,5,0.2857142857142857
Sohail Khan,2004-01-01,0,3,0.0
Esha Deol,2004-01-01,1,0,1.0
Pavan Malhotra,2004-01-01,0,0,0.0
Sonali Kulkarni,2004-01-01,0,0,0.0
Rimi Sen,2004-01-01,0,0,0.0
Sushmita Sen,2004-01-01,1,1,0.5
Gracy Singh,2004-01-01,0,2,0.0
Kunal Khemu,2004-01-01,0,0,0.0
Juhi Chawla,2004-01-01,0,0,0.0
Vinay Pathak,2004-01-01,0,0,0.0
Dharmendra,2004-01-01,0,1,0.0
Mohammed Zeeshan Ayyub,2004-01-01,0,0,0.0
Ranvir Shorey,2004-01-01,0,0,0.0
Genelia D'Souza,2004-01-01,0,0,0.0
Isha Koppikar,2004-01-01,0,5,0.0
Soha Ali Khan,2004-01-01,0,0,0.0
Johnny Lever,2004-01-01,0,0,0.0
Ayesha Takia,2004-01-01,0,2,0.0
Tia Bajpai,2004-01-01,0,0,0.0
Nasser,2004-01-01,0,0,0.0
Saurabh Shukla,2004-01-01,0,0,0.0
Konkona Sen Sharma,2004-01-01,0,0,0.0
Ameesha Patel,2004-01-01,0,1,0.0
Zayed Khan,2004-01-01,1,0,1.0
Neha Dhupia,2004-01-01,1,0,1.0
Irrfan Khan,2004-01-01,0,0,0.0
Revathy,2004-01-01,1,0,1.0
Girish Karnad,2004-01-01,0,0,0.0
Fardeen Khan,2004-01-01,0,2,0.0
Mahesh Manjrekar,2004-01-01,0,2,0.0
Shakti Kapoor,2004-01-01,0,0,0.0
Shiney Ahuja,2004-01-01,0,0,0.0
Lillete Dubey,2004-01-01,0,1,0.0
Shreyas Talpade,2004-01-01,0,0,0.0
Minissha Lamba,2004-01-01,0,0,0.0
Jimmy Shergill,2004-01-01,0,0,0.0
Manisha Koirala,2004-01-01,0,2,0.0
Atul Kulkarni,2004-01-01,0,0,0.0
Amrita Arora,2004-01-01,0,2,0.0
Neil Nitin Mukesh,2004-01-01,0,0,0.0
Rajat Kapoor,2004-01-01,0,1,0.0
Aftab Shivdasani,2004-01-01,1,3,0.25
Ashmit Patel,2004-01-01,1,0,1.0
Dimple Kapadia,2004-01-01,0,1,0.0
Urmila Matondkar,2004-01-01,0,1,0.0
Danny Denzongpa,2004-01-01,0,0,0.0
Ahsaas Channa,2004-01-01,0,1,0.0
Prem Chopra,2004-01-01,0,1,0.0
Sushant Singh,2004-01-01,0,1,0.0
Rahul Dev,2004-01-01,0,1,0.0
Kay Kay Menon,2004-01-01,0,0,0.0
Darshan Jariwala,2004-01-01,0,0,0.0
Antara Mali,2004-01-01,0,2,0.0
Jackie Shroff,2004-01-01,0,1,0.0
Vrajesh Hirjee,2004-01-01,0,1,0.0
Vicky Ahuja,2004-01-01,0,1,0.0
Sandhya Mridul,2004-01-01,0,0,0.0
Arbaaz Khan,2004-01-01,0,2,0.0
Prachi Desai,2004-01-01,0,0,0.0
Ali Zafar,2004-01-01,0,0,0.0
Udita Goswami,2004-01-01,0,0,0.0
Rana Jung Bahadur,2004-01-01,0,0,0.0
Abhay Deol,2004-01-01,0,0,0.0
Neetu Chandra,2004-01-01,0,0,0.0
Sanjay Mishra,2004-01-01,0,0,0.0
Priyanshu Chatterjee,2004-01-01,1,2,0.3333333333333333
Raveena Tandon,2004-01-01,0,5,0.0
Alok Nath,2004-01-01,0,0,0.0
Mahie Gill,2004-01-01,0,0,0.0
Sharat Saxena,2004-01-01,0,1,0.0
Mithun Chakraborty,2004-01-01,0,0,0.0
Bobby Deol,2004-01-01,0,3,0.0
Tinnu Anand,2004-01-01,0,2,0.0
Manjari Phadnis,2004-01-01,0,1,0.0
Kunal Kapoor,2004-01-01,0,1,0.0
Ayub Khan,2004-01-01,0,2,0.0
Kashmira Shah,2004-01-01,1,1,0.5
Deepak Dobriyal,2004-01-01,0,0,0.0
Rajpal Yadav,2004-01-01,0,0,0.0
Divya Dutta,2004-01-01,0,1,0.0
Rajat Bedi,2004-01-01,0,1,0.0
Rahul Bose,2004-01-01,0,0,0.0
Parvin Dabas,2004-01-01,0,1,0.0
Asrani,2004-01-01,0,2,0.0
Raghuvir Yadav,2004-01-01,0,1,0.0
Avtar Gill,2004-01-01,0,2,0.0
Aashish Chaudhary,2004-01-01,0,3,0.0
Laxmikant Berde,2004-01-01,0,2,0.0
Nandita Das,2004-01-01,0,0,0.0
Mukesh Tiwari,2004-01-01,0,0,0.0
Mahima Chaudhry,2004-01-01,0,1,0.0
Shahana Goswami,2004-01-01,0,0,0.0
Tara Sharma,2004-01-01,0,0,0.0
Smita Jaykar,2004-01-01,0,1,0.0
Gulshan Grover,2004-01-01,0,4,0.0
Vidya Malvade,2004-01-01,0,0,0.0
Yashpal Sharma,2004-01-01,1,0,1.0
Manoj Bajpayee,2004-01-01,0,2,0.0
Ashutosh Rana,2004-01-01,0,1,0.0
Ravi Kishan,2004-01-01,0,0,0.0
Nafisa Ali,2004-01-01,0,0,0.0
Arunoday Singh,2004-01-01,0,0,0.0
Omkar Das Manikpuri,2004-01-01,0,0,0.0
Himanshu Malik,2004-01-01,0,0,0.0
Mimoh Chakraborty,2004-01-01,0,0,0.0
Nushrat Bharucha,2004-01-01,0,0,0.0
Sarika,2004-01-01,0,0,0.0
Hema Malini,2004-01-01,0,0,0.0
Krishna Bhatt,2004-01-01,0,0,0.0
Dino Morea,2004-01-01,0,3,0.0
Tanushree Dutta,2004-01-01,0,0,0.0
Zakir Hussain,2004-01-01,0,0,0.0
Asif Basra,2004-01-01,0,0,0.0
Sachin Khedekar,2004-01-01,0,0,0.0
Celina Jaitly,2004-01-01,0,0,0.0
Raima Sen,2004-01-01,0,0,0.0
Gul Panag,2004-01-01,0,0,0.0
Rakesh Bedi,2004-01-01,0,0,0.0
Rati Agnihotri,2004-01-01,1,2,0.3333333333333333
Ali Fazal,2004-01-01,0,0,0.0
Aarti Chhabria,2004-01-01,0,0,0.0
Satish Kaushik,2004-01-01,0,1,0.0
Seema Biswas,2004-01-01,0,1,0.0
Sanjay Suri,2004-01-01,0,3,0.0
Arun Bakshi,2004-01-01,0,1,0.0
Arya Babbar,2004-01-01,0,0,0.0
Namrata Shirodkar,2004-01-01,0,1,0.0
Dipannita Sharma,2004-01-01,0,0,0.0
Manu Rishi Chadha,2004-01-01,0,0,0.0
Sharad S. Kapoor,2004-01-01,0,2,0.0
Farida Jalal,2004-01-01,0,2,0.0
Mugdha Godse,2004-01-01,0,0,0.0
Riya Sen,2004-01-01,0,0,0.0
Bhoomika Chawla,2004-01-01,0,1,0.0
Tulip Joshi,2004-01-01,0,1,0.0
Vijay Raaz,2004-01-01,0,1,0.0
Hrishitaa Bhatt,2004-01-01,0,0,0.0
Dinesh Hingoo,2004-01-01,0,1,0.0
Sadashiv Amrapurkar,2004-01-01,0,0,0.0
Mohnish Bahl,2004-01-01,0,1,0.0
Farooq Shaikh,2004-01-01,0,0,0.0
Vikram Gokhale,2004-01-01,0,1,0.0
Govind Namdeo,2004-01-01,0,0,0.0
Kurush Deboo,2004-01-01,0,1,0.0
Sahil Khan,2004-01-01,0,0,0.0
Yash Tonk,2004-01-01,1,1,0.5
Ishrat Ali,2004-01-01,0,0,0.0
Milind Gunaji,2004-01-01,0,2,0.0
Sudesh Berry,2004-01-01,0,0,0.0
Rajit Kapoor,2004-01-01,0,0,0.0
Nassar Abdulla,2004-01-01,0,0,0.0
Snehal Dabi,2004-01-01,0,1,0.0
Sandali Sinha,2004-01-01,0,0,0.0
Kader Khan,2004-01-01,0,0,0.0
Rajeev Khandelwal,2004-01-01,0,0,0.0
Anupama Verma,2004-01-01,0,0,0.0
Anang Desai,2004-01-01,0,0,0.0
Himesh Reshammiya,2004-01-01,0,0,0.0
